"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per"
"Manchester City","Jeremy Doku",5,476,0,3,3,0,0,0,0.9,0.9,2.6,3.5,61,22,70,0,0.57,0.57,0,0.57,0.18,0.48,0.66,0.18
"Manchester City","Gianluigi Donnarumma",6,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchester City","Phil Foden",6,533,1,0,1,1,0,0,1.1,1.1,1,2.1,11,31,33,0.17,0,0.17,0.17,0.17,0.18,0.17,0.35,0.18
"Manchester City","Nicolás González",4,468,0,0,0,0,0,0,0.2,0.2,0.4,0.6,7,32,6,0,0,0,0,0,0.04,0.07,0.11,0.04
"Manchester City","Joško Gvardiol",5,429,0,1,1,0,0,0,0.2,0.2,0.3,0.5,7,33,0,0,0.21,0.21,0,0.21,0.03,0.07,0.1,0.03
"Manchester City","Erling Haaland",9,773,11,1,12,11,0,0,8.9,8.9,1.1,10,16,6,30,1.28,0.12,1.4,1.28,1.4,1.03,0.13,1.17,1.03
"Manchester City","Abdukodir Khusanov",3,228,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0
"Manchester City","Mateo Kovačić",0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Manchester City","Rico Lewis",2,175,0,1,1,0,0,0,0,0,1,1,2,19,9,0,0.51,0.51,0,0.51,0.01,0.52,0.53,0.01
"Manchester City","Omar Marmoush",2,156,0,1,1,0,0,0,0.8,0.8,1,1.8,7,5,15,0,0.58,0.58,0,0.58,0.48,0.55,1.03,0.48
"Manchester City","Matheus Nunes",5,514,1,0,1,1,0,0,0.2,0.2,0.2,0.4,16,29,18,0.18,0,0.18,0.18,0.18,0.04,0.03,0.07,0.04
"Manchester City","Nico O’Reilly",5,506,0,1,1,0,0,0,0.5,0.5,0.6,1.1,16,11,26,0,0.18,0.18,0,0.18,0.09,0.11,0.2,0.09
"Manchester City","Tijjani Reijnders",9,740,1,2,3,1,0,0,1.4,1.4,1.4,2.8,21,37,28,0.12,0.24,0.36,0.12,0.36,0.17,0.17,0.34,0.17
"Manchester City","Rodri",4,292,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,19,5,0,0,0,0,0,0.04,0.03,0.07,0.04
"Manchester City","Sávio",4,336,0,1,1,0,0,0,0.2,0.2,0.3,0.5,21,7,28,0,0.27,0.27,0,0.27,0.07,0.07,0.14,0.07
"Manchester City","Bernardo Silva",5,465,0,1,1,0,0,0,0.1,0.1,1.9,1.9,7,19,26,0,0.19,0.19,0,0.19,0.01,0.36,0.37,0.01
"Manchester City","John Stones",4,325,0,0,0,0,0,0,0,0,0.1,0.1,3,15,4,0,0,0,0,0,0,0.02,0.02,0
"Manchester City","James Trafford",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchester Utd","Altay Bayındır",6,540,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.04,0.04,0
"Manchester Utd","Casemiro",7,453,2,1,3,2,0,0,1.1,1.1,0.3,1.3,0,24,8,0.4,0.2,0.6,0.4,0.6,0.21,0.05,0.26,0.21
"Manchester Utd","Matheus Cunha",6,522,1,0,1,1,0,0,1.5,1.5,0.5,1.9,16,22,26,0.17,0,0.17,0.17,0.17,0.25,0.08,0.33,0.25
"Manchester Utd","Diogo Dalot",6,516,0,1,1,0,0,0,0.1,0.1,1,1.1,15,15,35,0,0.17,0.17,0,0.17,0.01,0.18,0.19,0.01
"Manchester Utd","Amad Diallo",7,574,0,1,1,0,0,0,1.9,1.9,1.2,3.1,37,27,47,0,0.16,0.16,0,0.16,0.3,0.19,0.49,0.3
"Manchester Utd","Patrick Dorgu",5,524,0,1,1,0,0,0,0.2,0.2,0.9,1.1,17,8,44,0,0.17,0.17,0,0.17,0.04,0.15,0.19,0.04
"Manchester Utd","Bruno Fernandes",9,800,2,1,3,1,1,3,4.3,1.9,2,3.9,14,72,27,0.23,0.11,0.34,0.11,0.23,0.48,0.22,0.71,0.22
"Manchester Utd","Ayden Heaven",0,30,0,1,1,0,0,0,0,0,0.3,0.3,0,1,0,0,3,3,0,3,0,0.95,0.95,0
"Manchester Utd","Senne Lammens",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchester Utd","Matthijs de Ligt",9,810,0,0,0,0,0,0,0.9,0.9,0.5,1.4,3,16,6,0,0,0,0,0,0.1,0.06,0.16,0.1
"Manchester Utd","Harry Maguire",3,274,1,1,2,1,0,0,0.3,0.3,0.4,0.7,1,12,2,0.33,0.33,0.66,0.33,0.66,0.1,0.12,0.22,0.1
"Manchester Utd","Kobbie Mainoo",0,144,0,0,0,0,0,0,0.1,0.1,0.2,0.2,5,7,4,0,0,0,0,0,0.04,0.11,0.15,0.04
"Manchester Utd","Noussair Mazraoui",2,131,0,0,0,0,0,0,0,0,0,0,6,19,13,0,0,0,0,0,0,0,0,0
"Manchester Utd","Bryan Mbeumo",9,775,4,1,5,4,0,0,2.9,2.9,2.3,5.2,27,20,82,0.46,0.12,0.58,0.46,0.58,0.33,0.27,0.6,0.33
"Manchester Utd","Mason Mount",5,332,1,0,1,1,0,0,0.5,0.5,0.5,1,5,19,15,0.27,0,0.27,0.27,0.27,0.14,0.13,0.26,0.14
"Manchester Utd","Benjamin Šeško",5,498,2,1,3,2,0,0,1.8,1.8,0.3,2.2,3,9,20,0.36,0.18,0.54,0.36,0.54,0.33,0.06,0.39,0.33
"Manchester Utd","Luke Shaw",9,753,0,1,1,0,0,0,0.1,0.1,0.1,0.2,8,34,7,0,0.12,0.12,0,0.12,0.01,0.01,0.02,0.01
"Manchester Utd","Manuel Ugarte",2,285,0,0,0,0,0,0,0,0,0,0.1,4,19,3,0,0,0,0,0,0.02,0.01,0.02,0.02
"Manchester Utd","Leny Yoro",6,547,0,0,0,0,0,0,0.3,0.3,0,0.3,5,20,3,0,0,0,0,0,0.05,0,0.05,0.05
"Manchester Utd","Joshua Zirkzee",0,86,0,0,0,0,0,0,0.8,0.8,0,0.8,0,4,5,0,0,0,0,0,0.81,0.05,0.86,0.81
"Newcastle Utd","Harvey Barnes",3,368,0,0,0,0,0,0,0.9,0.9,0.8,1.8,17,16,40,0,0,0,0,0,0.23,0.21,0.43,0.23
"Newcastle Utd","Sven Botman",6,488,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,12,0,0,0,0,0,0,0.02,0.04,0.06,0.02
"Newcastle Utd","Dan Burn",9,810,0,1,1,0,0,0,0.1,0.1,0.1,0.2,3,26,11,0,0.11,0.11,0,0.11,0.01,0.01,0.02,0.01
"Newcastle Utd","Anthony Elanga",4,389,0,0,0,0,0,0,0.8,0.8,0.6,1.3,17,6,56,0,0,0,0,0,0.18,0.13,0.31,0.18
"Newcastle Utd","Anthony Gordon",6,413,0,0,0,0,0,0,1.3,1.3,1,2.3,17,12,33,0,0,0,0,0,0.29,0.21,0.5,0.29
"Newcastle Utd","Bruno Guimarães",8,715,3,0,3,3,0,0,1.5,1.5,0.5,1.9,7,55,20,0.38,0,0.38,0.38,0.38,0.19,0.06,0.25,0.19
"Newcastle Utd","Lewis Hall",1,135,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0.02,0,0.02,0.02
"Newcastle Utd","Joelinton",7,534,0,0,0,0,0,0,0.6,0.6,0.9,1.5,9,32,20,0,0,0,0,0,0.11,0.15,0.26,0.11
"Newcastle Utd","Jamaal Lascelles",0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16,0,0.16,0.16
"Newcastle Utd","Valentino Livramento",6,526,0,1,1,0,0,0,0,0,0.2,0.2,14,24,38,0,0.17,0.17,0,0.17,0,0.03,0.03,0
"Newcastle Utd","Lewis Miley",2,274,0,1,1,0,0,0,0,0,0.3,0.3,2,10,9,0,0.33,0.33,0,0.33,0.01,0.09,0.1,0.01
"Newcastle Utd","Jacob Murphy",5,416,1,1,2,1,0,0,2,2,1.1,3.1,12,11,60,0.22,0.22,0.43,0.22,0.43,0.44,0.24,0.68,0.44
"Newcastle Utd","William Osula",1,174,1,0,1,1,0,0,0.5,0.5,0.1,0.6,3,2,10,0.52,0,0.52,0.52,0.52,0.28,0.04,0.32,0.28
"Newcastle Utd","Nick Pope",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Newcastle Utd","Jacob Ramsey",1,81,0,0,0,0,0,0,0,0,0.3,0.3,5,5,5,0,0,0,0,0,0.03,0.35,0.38,0.03
"Newcastle Utd","Fabian Schär",4,380,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,17,1,0,0,0,0,0,0.02,0.03,0.05,0.02
"Newcastle Utd","Malick Thiaw",5,453,0,0,0,0,0,0,0.6,0.6,0.3,0.9,4,24,3,0,0,0,0,0,0.13,0.06,0.18,0.13
"Newcastle Utd","Sandro Tonali",8,704,0,1,1,0,0,0,0.4,0.4,1.6,2.1,17,58,17,0,0.13,0.13,0,0.13,0.06,0.21,0.27,0.06
"Newcastle Utd","Kieran Trippier",7,609,0,0,0,0,0,0,0,0,0.8,0.8,9,64,33,0,0,0,0,0,0,0.12,0.12,0
"Newcastle Utd","Joe Willock",1,87,0,0,0,0,0,0,0.1,0.1,0,0.1,3,1,4,0,0,0,0,0,0.09,0,0.09,0.09
"Newcastle Utd","Nick Woltemade",6,477,4,0,4,3,1,1,3,2.2,0.2,2.4,3,9,20,0.75,0,0.75,0.57,0.57,0.57,0.04,0.61,0.42
"Nott'ham Forest","Ola Aina",3,270,0,0,0,0,0,0,0,0,0.1,0.2,5,11,8,0,0,0,0,0,0.01,0.05,0.06,0.01
"Nott'ham Forest","Elliot Anderson",9,810,0,1,1,0,0,0,0.6,0.6,1.5,2.1,12,78,26,0,0.11,0.11,0,0.11,0.07,0.17,0.23,0.07
"Nott'ham Forest","Taiwo Awoniyi",1,90,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,1,4,0,0,0,0,0,0.19,0.1,0.29,0.19
"Nott'ham Forest","Dilane Bakwa",2,174,0,0,0,0,0,0,0.1,0.1,0.4,0.5,6,9,22,0,0,0,0,0,0.07,0.2,0.27,0.07
"Nott'ham Forest","Jair Cunha",1,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Nicolás Domínguez",1,53,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0.04,0.04,0
"Nott'ham Forest","Morgan Gibbs-White",8,729,0,1,1,0,0,0,1.7,1.7,0.6,2.3,21,60,67,0,0.12,0.12,0,0.12,0.21,0.08,0.29,0.21
"Nott'ham Forest","Callum Hudson-Odoi",5,481,1,0,1,1,0,0,0.4,0.4,1.4,1.8,28,26,69,0.19,0,0.19,0.19,0.19,0.08,0.25,0.33,0.08
"Nott'ham Forest","Omari Hutchinson",0,102,0,0,0,0,0,0,0.4,0.4,0.7,1.1,6,3,22,0,0,0,0,0,0.37,0.59,0.97,0.37
"Nott'ham Forest","Igor Jesus",1,196,0,0,0,0,0,0,0.9,0.9,0.1,1,0,2,11,0,0,0,0,0,0.42,0.04,0.46,0.42
"Nott'ham Forest","Arnaud Kalimuendo",0,71,0,0,0,0,0,0,0.4,0.4,0,0.4,4,2,12,0,0,0,0,0,0.44,0.02,0.46,0.44
"Nott'ham Forest","Douglas Luiz",3,172,0,0,0,0,0,0,0,0,0.4,0.4,4,2,6,0,0,0,0,0,0.01,0.22,0.24,0.01
"Nott'ham Forest","James Mcatee",1,129,0,0,0,0,0,0,0,0,0.4,0.4,4,9,8,0,0,0,0,0,0.01,0.25,0.26,0.01
"Nott'ham Forest","Nikola Milenković",9,810,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,27,0,0,0,0,0,0,0.04,0.03,0.08,0.04
"Nott'ham Forest","Morato",5,436,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0.01,0,0.01,0.01
"Nott'ham Forest","Murillo",6,469,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Dan Ndoye",8,574,1,1,2,1,0,0,0.2,0.2,0.6,0.8,29,11,60,0.16,0.16,0.31,0.16,0.31,0.03,0.09,0.13,0.03
"Nott'ham Forest","Ibrahim Sangaré",5,442,0,0,0,0,0,0,0.2,0.2,0,0.3,5,32,2,0,0,0,0,0,0.05,0,0.05,0.05
"Nott'ham Forest","Nicolò Savona",2,251,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,0,0,0,0,0.01,0.01,0
"Nott'ham Forest","Matz Sels",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Jota Silva",0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Neco Williams",9,810,1,0,1,1,0,0,0.7,0.7,0.5,1.2,18,43,48,0.11,0,0.11,0.11,0.11,0.08,0.06,0.14,0.08
"Nott'ham Forest","Chris Wood",7,540,2,0,2,2,0,0,2.7,2.7,0.2,2.9,0,7,16,0.33,0,0.33,0.33,0.33,0.45,0.03,0.48,0.45
"Nott'ham Forest","Ryan Yates",1,136,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0.02,0,0.02,0.02
"Nott'ham Forest","Oleksandr Zinchenko",3,253,0,0,0,0,0,0,0,0,0.5,0.5,6,22,7,0,0,0,0,0,0.02,0.16,0.18,0.02
"Sunderland","Simon Adingra",4,273,0,0,0,0,0,0,0.1,0.1,0.6,0.7,6,2,33,0,0,0,0,0,0.05,0.2,0.24,0.05
"Sunderland","Omar Alderete",7,668,1,1,2,1,0,0,0.6,0.6,0.1,0.7,10,31,2,0.13,0.13,0.27,0.13,0.27,0.08,0.01,0.09,0.08
"Sunderland","Daniel Ballard",4,402,1,0,1,1,0,0,0.6,0.6,0.6,1.2,1,7,2,0.22,0,0.22,0.22,0.22,0.13,0.14,0.27,0.13
"Sunderland","Brian Brobbey",0,76,0,1,1,0,0,0,0,0,0.1,0.1,2,2,2,0,1.18,1.18,0,1.18,0,0.14,0.14,0
"Sunderland","Habib Diarra",4,345,0,0,0,0,0,0,0.6,0.6,0,0.6,10,13,17,0,0,0,0,0,0.15,0.01,0.16,0.15
"Sunderland","Lutsharel Geertruida",1,167,0,0,0,0,0,0,0.7,0.7,0,0.7,3,2,0,0,0,0,0,0,0.36,0,0.36,0.36
"Sunderland","Marc Guiu",0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.14,0,0.14,0.14
"Sunderland","Trai Hume",9,798,0,1,1,0,0,0,0.3,0.3,0.4,0.8,9,30,19,0,0.11,0.11,0,0.11,0.04,0.05,0.08,0.04
"Sunderland","Wilson Isidor",6,528,4,0,4,4,0,0,2.1,2.1,0,2.1,3,4,21,0.68,0,0.68,0.68,0.68,0.35,0,0.35,0.35
"Sunderland","Enzo Le Fée",6,540,1,0,1,0,1,1,0.9,0.1,0.5,0.6,8,14,29,0.17,0,0.17,0,0,0.14,0.08,0.22,0.01
"Sunderland","Reinildo Mandava",6,482,0,0,0,0,0,0,0,0,0,0,12,27,8,0,0,0,0,0,0,0,0,0
"Sunderland","Arthur Masuaku",2,126,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,5,5,0,0,0,0,0,0.05,0.05,0.1,0.05
"Sunderland","Eliezer Mayenda",3,260,1,0,1,1,0,0,0.5,0.5,0.5,0.9,3,3,8,0.35,0,0.35,0.35,0.35,0.16,0.16,0.33,0.16
"Sunderland","Nordi Mukiele",7,630,1,0,1,1,0,0,0.4,0.4,0.3,0.6,4,17,11,0.14,0,0.14,0.14,0.14,0.05,0.04,0.09,0.05
"Sunderland","Dan Neil",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sunderland","Chris Rigg",3,187,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,3,6,0,0,0,0,0,0.05,0.04,0.09,0.05
"Sunderland","Patrick Roberts",0,28,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.11,0,0.11,0.11
"Sunderland","Robin Roefs",9,810,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.02,0.02,0
"Sunderland","Noah Sadiki",9,801,0,0,0,0,0,0,0.1,0.1,0.2,0.3,14,23,24,0,0,0,0,0,0.01,0.02,0.03,0.01
"Sunderland","Jenson Seelt",1,134,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0
"Sunderland","Chemsdine Talbi",6,555,1,1,2,1,0,0,1,1,0.3,1.3,11,4,34,0.16,0.16,0.32,0.16,0.32,0.16,0.04,0.2,0.16
"Sunderland","Bertrand Traoré",3,215,0,0,0,0,0,0,0.3,0.3,0.7,1,2,2,17,0,0,0,0,0,0.14,0.3,0.43,0.14
"Sunderland","Granit Xhaka",9,810,0,3,3,0,0,0,0.3,0.3,1.1,1.4,2,50,8,0,0.33,0.33,0,0.33,0.04,0.12,0.16,0.04
"Tottenham","Rodrigo Bentancur",7,586,1,1,2,1,0,0,0.3,0.3,0.5,0.8,3,25,11,0.15,0.15,0.31,0.15,0.31,0.05,0.08,0.13,0.05
"Tottenham","Lucas Bergvall",4,407,1,1,2,1,0,0,0.6,0.6,0.3,0.8,9,20,24,0.22,0.22,0.44,0.22,0.44,0.12,0.06,0.18,0.12
"Tottenham","Kevin Danso",2,198,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
"Tottenham","Archie Gray",1,72,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0.03,0.03,0
"Tottenham","Brennan Johnson",4,363,2,0,2,2,0,0,1,1,0.2,1.1,9,6,25,0.5,0,0.5,0.5,0.5,0.24,0.04,0.28,0.24
"Tottenham","Randal Kolo Muani",1,73,0,0,0,0,0,0,0.1,0.1,0,0.2,1,1,4,0,0,0,0,0,0.17,0.02,0.19,0.17
"Tottenham","Mohammed Kudus",9,785,1,4,5,1,0,0,1.4,1.4,2,3.3,29,19,73,0.11,0.46,0.57,0.11,0.57,0.16,0.23,0.38,0.16
"Tottenham","Pape Matar Sarr",4,393,2,2,4,2,0,0,0.7,0.7,0.5,1.2,4,14,15,0.46,0.46,0.92,0.46,0.92,0.17,0.12,0.28,0.17
"Tottenham","Wilson Odobert",3,319,0,0,0,0,0,0,0.7,0.7,0.3,1.1,14,17,28,0,0,0,0,0,0.21,0.1,0.31,0.21
"Tottenham","João Palhinha",8,693,2,1,3,2,0,0,0.6,0.6,0.1,0.7,3,23,7,0.26,0.13,0.39,0.26,0.39,0.08,0.01,0.09,0.08
"Tottenham","Pedro Porro",8,727,0,1,1,0,0,0,0.1,0.1,1.5,1.6,18,42,20,0,0.12,0.12,0,0.12,0.01,0.19,0.2,0.01
"Tottenham","Richarlison",5,514,3,2,5,3,0,0,2,2,1.3,3.3,7,9,19,0.53,0.35,0.88,0.53,0.88,0.35,0.23,0.58,0.35
"Tottenham","Cristian Romero",7,630,0,1,1,0,0,0,0.1,0.1,0.2,0.2,2,32,0,0,0.14,0.14,0,0.14,0.01,0.02,0.04,0.01
"Tottenham","Xavi Simons",5,388,0,1,1,0,0,0,0.3,0.3,0.6,0.9,16,27,20,0,0.23,0.23,0,0.23,0.07,0.14,0.21,0.07
"Tottenham","Dominic Solanke",0,33,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,2,0,0,0,0,0,0.57,0,0.57,0.57
"Tottenham","Djed Spence",7,578,0,0,0,0,0,0,0.2,0.2,0.1,0.2,22,30,35,0,0,0,0,0,0.03,0.01,0.04,0.03
"Tottenham","Mathys Tel",3,239,1,0,1,1,0,0,0.2,0.2,0,0.2,4,3,14,0.38,0,0.38,0.38,0.38,0.08,0,0.08,0.08
"Tottenham","Destiny Udogie",3,303,0,0,0,0,0,0,0,0,0.2,0.3,15,21,29,0,0,0,0,0,0.01,0.07,0.08,0.01
"Tottenham","Micky van de Ven",9,799,3,0,3,3,0,0,1.9,1.9,0.1,2,5,27,2,0.34,0,0.34,0.34,0.34,0.21,0.01,0.22,0.21
"Tottenham","Guglielmo Vicario",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Nayef Aguerd",2,180,0,0,0,0,0,0,0.1,0.1,0,0.1,2,9,0,0,0,0,0,0,0.05,0,0.05,0.05
"West Ham","Alphonse Areola",5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Jarrod Bowen",9,810,3,1,4,3,0,0,1,1,1.4,2.4,27,18,67,0.33,0.11,0.44,0.33,0.44,0.12,0.15,0.27,0.12
"West Ham","El Hadji Malick Diouf",8,765,0,3,3,0,0,0,0.2,0.2,0.7,1,12,26,38,0,0.35,0.35,0,0.35,0.03,0.09,0.11,0.03
"West Ham","Mateus Fernandes",6,469,1,0,1,1,0,0,0.3,0.3,0.6,0.8,7,15,7,0.19,0,0.19,0.19,0.19,0.05,0.11,0.15,0.05
"West Ham","Niclas Füllkrug",5,379,0,0,0,0,0,0,0.8,0.8,0.6,1.3,1,5,15,0,0,0,0,0,0.19,0.13,0.32,0.19
"West Ham","Luis Guilherme",0,57,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.11,0,0.11,0.11
"West Ham","Mads Hermansen",4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Igor",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"West Ham","Andy Irving",2,150,0,0,0,0,0,0,0,0,0.1,0.1,2,12,2,0,0,0,0,0,0,0.07,0.07,0
"West Ham","Max Kilman",9,810,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,20,1,0,0,0,0,0,0.04,0.02,0.06,0.04
"West Ham","Soungoutou Magassa",2,173,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0
"West Ham","Callum Marshall",0,60,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.19,0,0.19,0.19
"West Ham","Konstantinos Mavropanos",5,495,0,0,0,0,0,0,0.4,0.4,0,0.4,2,17,0,0,0,0,0,0,0.07,0,0.07,0.07
"West Ham","Lucas Paquetá",9,786,2,0,2,1,1,1,1.7,0.9,0.9,1.8,4,60,37,0.23,0,0.23,0.11,0.11,0.19,0.1,0.29,0.1
"West Ham","Freddie Potts",0,134,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
"West Ham","Guido Rodríguez",1,90,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0.03,0,0.03,0.03
"West Ham","Oliver Scarles",2,69,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"West Ham","Tomáš Souček",5,366,0,0,0,0,0,0,0.5,0.5,0,0.5,1,10,7,0,0,0,0,0,0.12,0.01,0.13,0.12
"West Ham","Crysencio Summerville",6,480,0,1,1,0,0,0,0.6,0.6,0.2,0.8,12,16,33,0,0.19,0.19,0,0.19,0.12,0.04,0.16,0.12
"West Ham","Jean-Clair Todibo",4,306,0,0,0,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0
"West Ham","Kyle Walker-Peters",5,450,0,0,0,0,0,0,0.1,0.1,0.1,0.2,12,16,19,0,0,0,0,0,0.03,0.02,0.04,0.03
"West Ham","Aaron Wan-Bissaka",4,381,0,0,0,0,0,0,0,0,0.2,0.2,8,13,23,0,0,0,0,0,0,0.05,0.05,0
"West Ham","James Ward-Prowse",5,413,0,0,0,0,0,0,0.1,0.1,0.9,1,1,20,8,0,0,0,0,0,0.03,0.2,0.23,0.03
"West Ham","Callum Wilson",1,239,1,0,1,1,0,0,1.2,1.2,0,1.2,2,1,15,0.38,0,0.38,0.38,0.38,0.45,0.02,0.46,0.45
"Wolves","Emmanuel Agbadou",5,526,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,26,5,0,0,0,0,0,0.07,0.02,0.09,0.07
"Wolves","André",7,600,0,0,0,0,0,0,0,0,0.1,0.1,7,25,3,0,0,0,0,0,0,0.01,0.02,0
"Wolves","Jhon Arias",6,502,0,0,0,0,0,0,1,1,0.5,1.5,9,18,28,0,0,0,0,0,0.19,0.08,0.27,0.19
"Wolves","Tolu Arokodare",2,185,0,0,0,0,0,0,0.3,0.3,0.1,0.5,1,0,9,0,0,0,0,0,0.17,0.07,0.23,0.17
"Wolves","Jean-Ricner Bellegarde",4,345,0,0,0,0,0,0,0.3,0.3,0.3,0.6,13,22,11,0,0,0,0,0,0.07,0.08,0.14,0.07
"Wolves","Hugo Bueno",6,614,0,0,0,0,0,0,0.2,0.2,1,1.2,24,16,42,0,0,0,0,0,0.03,0.15,0.18,0.03
"Wolves","Santiago Bueno",5,485,1,0,1,1,0,0,0.8,0.8,0.1,0.9,4,19,1,0.19,0,0.19,0.19,0.19,0.15,0.01,0.16,0.15
"Wolves","Matt Doherty",4,291,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,9,3,0,0,0,0,0,0.02,0.02,0.04,0.02
"Wolves","João Gomes",8,700,0,0,0,0,0,0,0.4,0.4,0.2,0.6,9,47,13,0,0,0,0,0,0.05,0.03,0.07,0.05
"Wolves","Rodrigo Gomes",4,331,1,0,1,1,0,0,1,1,0.1,1.1,13,7,37,0.27,0,0.27,0.27,0.27,0.26,0.04,0.3,0.26
"Wolves","Toti Gomes",5,390,0,0,0,0,0,0,0,0,0,0.1,5,10,1,0,0,0,0,0,0.01,0.01,0.02,0.01
"Wolves","Hwang Hee-chan",4,300,1,0,1,1,0,0,0.6,0.6,0,0.7,6,8,17,0.3,0,0.3,0.3,0.3,0.19,0.01,0.21,0.19
"Wolves","Ki-Jana Hoever",3,205,0,0,0,0,0,0,0,0,0.2,0.3,6,8,13,0,0,0,0,0,0.01,0.11,0.12,0.01
"Wolves","Sam Johnstone",5,450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wolves","Sasa Kalajdzic",0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Wolves","Ladislav Krejčí",6,540,1,1,2,1,0,0,0.9,0.9,0.7,1.5,6,36,5,0.17,0.17,0.33,0.17,0.33,0.14,0.11,0.26,0.14
"Wolves","Fer López",1,120,0,1,1,0,0,0,0.1,0.1,0.7,0.9,5,14,10,0,0.75,0.75,0,0.75,0.1,0.56,0.66,0.1
"Wolves","Yerson Mosquera",2,137,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,1,0,0,0,0,0,0.03,0,0.03,0.03
"Wolves","Marshall Munetsi",7,692,1,1,2,1,0,0,1.3,1.3,0.5,1.8,7,12,26,0.13,0.13,0.26,0.13,0.26,0.17,0.07,0.23,0.17
"Wolves","David Møller Wolfe",2,151,0,1,1,0,0,0,0,0,0.3,0.3,3,3,8,0,0.6,0.6,0,0.6,0,0.16,0.16,0
"Wolves","José Sá",4,360,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.02,0.02,0
